"","Zomato.address","Zomato.name","Zomato.online_order","Zomato.book_table","Zomato.rate","Zomato.votes","Zomato.location","Zomato.approx_cost.for.two.people.","Zomato.RestoCOde"
"7162","348/B, 1st Main, Koramangala 8th Block, Bangalore","Jeevika Donne Biryani","No","No",3.4,8,"Koramangala 8th Block","300","348/B, 1st Main, Koramangala 8th Block, BangaloreJeevika Donne Biryani"
"7163","80 Feet Road,Eat Street, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore","Hungry Paunch","No","No",4,203,"Koramangala 6th Block","350","80 Feet Road,Eat Street, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, BangaloreHungry Paunch"
"7164","13, A4 Sharavathi Block, NGV, Koramangala 6th Block, Bangalore","NGV Fast Food","No","No",3.5,8,"Koramangala 6th Block","250","13, A4 Sharavathi Block, NGV, Koramangala 6th Block, BangaloreNGV Fast Food"
"7165","1433/B, 60 Feet Road, 5h Block, KHB Block Koramangala, Koramangala 5th Block","Apsara Ice Cream","No","No",4,128,"Koramangala 5th Block","200","1433/B, 60 Feet Road, 5h Block, KHB Block Koramangala, Koramangala 5th BlockApsara Ice Cream"
"7166","95, Koramangala 6th Block, Bangalore","Happy Plate","No","No",3.6,54,"Koramangala 6th Block","400","95, Koramangala 6th Block, BangaloreHappy Plate"
"7167","3rd Cross Road, Koramangala 6th Block, Bangalore","Kebab Ganj","No","No",3.4,7,"Koramangala 6th Block","300","3rd Cross Road, Koramangala 6th Block, BangaloreKebab Ganj"
"7168","59, 17D Main, Koramangala 6th Block, Bangalore","The Choux Box","No","No",3.5,11,"Koramangala 6th Block","300","59, 17D Main, Koramangala 6th Block, BangaloreThe Choux Box"
"7169","Koramangala 6th Block, Bangalore","Nightfork","No","No",3.7,126,"Koramangala 6th Block","500","Koramangala 6th Block, BangaloreNightfork"
"7170","Eat Street 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore","The Breakfast Truck","No","No",3.9,64,"Koramangala 6th Block","550","Eat Street 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, BangaloreThe Breakfast Truck"
"7171","663, Yash, 17th D Main, 6th Cross, 6th Block, Koramangala 6th Block, Bangalore","Straight From The Heart","No","No",3.4,5,"Koramangala 6th Block","300","663, Yash, 17th D Main, 6th Cross, 6th Block, Koramangala 6th Block, BangaloreStraight From The Heart"
"7172","110, Near Allen Solly Showroom, 1st Cross, Koramangala 6th Block, Bangalore","Delightz","No","No",4,40,"Koramangala 6th Block","300","110, Near Allen Solly Showroom, 1st Cross, Koramangala 6th Block, BangaloreDelightz"
"7173","1004, 80 Feet Road Near Wipro circle, Koramangala 1st Block, Bengaluru","Martino's","No","No",3.6,30,"Koramangala 1st Block","350","1004, 80 Feet Road Near Wipro circle, Koramangala 1st Block, BengaluruMartino's"
"7174","Shop 906/5, 80 Feet Road, Koramangala 6th Block, Bangalore","The Fresh Factor","No","No",3.1,14,"Koramangala 6th Block","200","Shop 906/5, 80 Feet Road, Koramangala 6th Block, BangaloreThe Fresh Factor"
"7175","81, 9th A Main Road, Koramangala 4th Block, Karnataka, India","NV Patisserie","No","No",3.6,10,"Koramangala 1st Block","350","81, 9th A Main Road, Koramangala 4th Block, Karnataka, IndiaNV Patisserie"
"7176","Koramangala 6th Block, Bangalore","Box of Biryani","No","No",3.5,9,"Koramangala 6th Block","400","Koramangala 6th Block, BangaloreBox of Biryani"
"7177","1st Floor, 3rd Main, 4th Cross Road, Janet Building, Near Viveknagar Bus Stop, Ejipura, Bangalore","Big Box Theory","No","No",3.6,11,"Ejipura","550","1st Floor, 3rd Main, 4th Cross Road, Janet Building, Near Viveknagar Bus Stop, Ejipura, BangaloreBig Box Theory"
"7178","Kadamba, 1st Main Road, Opposite Stag Adithya Apartment, Ashwini Layout, Ejipura, Bangalore","Parathe Wali Gali","No","No",3.4,36,"Ejipura","250","Kadamba, 1st Main Road, Opposite Stag Adithya Apartment, Ashwini Layout, Ejipura, BangaloreParathe Wali Gali"
"7179","11, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore","The Sweet Spot","No","No",4,157,"Koramangala 6th Block","300","11, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, BangaloreThe Sweet Spot"
"7180","28/1, 4, Vivek Nagar Post, Ejipura Main Road, Ejipura, Bangalore","Ambur Hot Dum Biryani","No","No",3.3,8,"Ejipura","100","28/1, 4, Vivek Nagar Post, Ejipura Main Road, Ejipura, BangaloreAmbur Hot Dum Biryani"
"7181","14, 1st Cross Road, Chandra Reddy Layout, S T Bed Layout, Koramangala 1st Block, Bangalore","La Mirch","No","No",3.1,6,"Koramangala 1st Block","400","14, 1st Cross Road, Chandra Reddy Layout, S T Bed Layout, Koramangala 1st Block, BangaloreLa Mirch"
"7182","Koramangala 5th Block, Bangalore","Eat Repeat Express","No","No",3.5,10,"Koramangala 5th Block","600","Koramangala 5th Block, BangaloreEat Repeat Express"
"7183","11, ATNT Complex, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore","Eat Well","No","No",3,34,"Koramangala 6th Block","500","11, ATNT Complex, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, BangaloreEat Well"
"7184","Near Shiva Theatre, Koramangala 8th Block, Bangalore","Big Foody's","No","No",3.2,4,"Koramangala 8th Block","500","Near Shiva Theatre, Koramangala 8th Block, BangaloreBig Foody's"
"7185","945,Ground floor, 6th cross, 1st main, Near Wipro park, Koramangala 1st Block, Bangalore","Cakes and Moulds","No","No",3.6,19,"Koramangala 1st Block","300","945,Ground floor, 6th cross, 1st main, Near Wipro park, Koramangala 1st Block, BangaloreCakes and Moulds"
"7186","Vaishnavi Summit, 6/B, Summit, 80 Feet Main Road, Koramangala 3rd Block, Bangalore","Jadoo Ka Dabba","No","No",3.6,20,"Koramangala 3rd Block","200","Vaishnavi Summit, 6/B, Summit, 80 Feet Main Road, Koramangala 3rd Block, BangaloreJadoo Ka Dabba"
"7187","Near Forum Mall, Koramangala 3rd Block, Bangalore","Pockets and Bowls","No","No",3.3,5,"Koramangala 3rd Block","500","Near Forum Mall, Koramangala 3rd Block, BangalorePockets and Bowls"
"7188","Plot 21, OYO Townhouse, Next to Lifestyle, Inner Ring Road, Koramangala 8th Block, Bangalore","Kitchen's Sea Food Restaurant","No","No",3.4,9,"Koramangala 8th Block","800","Plot 21, OYO Townhouse, Next to Lifestyle, Inner Ring Road, Koramangala 8th Block, BangaloreKitchen's Sea Food Restaurant"
"7189","3rd Cross Road, Koramangala 6th Block, Bangalore","Delly Belly","No","No",3.2,5,"Koramangala 6th Block","400","3rd Cross Road, Koramangala 6th Block, BangaloreDelly Belly"
"7190","Food Court, Eat Street, 80 Feet Main Road, Venkappa Garden, Koramangala 6th Block, Bangalore","Mr. Meow's Hotdogs","No","No",3.5,7,"Koramangala 6th Block","300","Food Court, Eat Street, 80 Feet Main Road, Venkappa Garden, Koramangala 6th Block, BangaloreMr. Meow's Hotdogs"
"7191","23, Buddanna Building, Ejipura Main Road, Ejipura, Bangalore","Blu Dale Fast Food","No","No",3.3,7,"Ejipura","250","23, Buddanna Building, Ejipura Main Road, Ejipura, BangaloreBlu Dale Fast Food"
"7192","Ground Floor, 55/3, 15th Cross, Ejipura Main Road, Near Ejipura Main Bus Stand, Ejipura, Bangalore","Victoria Terminus","No","No",3.4,6,"Ejipura","250","Ground Floor, 55/3, 15th Cross, Ejipura Main Road, Near Ejipura Main Bus Stand, Ejipura, BangaloreVictoria Terminus"
"7193","506, 6th Cross, 6th Block, Club Road, Koramangala 6th Block, Bangalore","Rice and Rolls","No","No",2.7,61,"Koramangala 6th Block","500","506, 6th Cross, 6th Block, Club Road, Koramangala 6th Block, BangaloreRice and Rolls"
"7194","8/1, 27th Cross, Vivek Nagar, Ejipura, Bangalore","Holiday Fast Food","No","No",3.4,21,"Ejipura","350","8/1, 27th Cross, Vivek Nagar, Ejipura, BangaloreHoliday Fast Food"
"7195","425, 8th Main Road, 6th Block, Koramangala 6th Block, Bangalore","Hotel Marina","No","No",2.8,26,"Koramangala 6th Block","400","425, 8th Main Road, 6th Block, Koramangala 6th Block, BangaloreHotel Marina"
"7196","42, 1st Main, 1st Block, Koramangala, Bangalore","Hotel Feast Ambur Biriyani","Yes","No",3.4,257,"Koramangala 1st Block","250","42, 1st Main, 1st Block, Koramangala, BangaloreHotel Feast Ambur Biriyani"
"7197","157/A, Behind EGL Tech Park, Murugeshpalya, Old Airport Road, Bangalore","Hello Resto-Pub","Yes","Yes",4,344,"Old Airport Road","900","157/A, Behind EGL Tech Park, Murugeshpalya, Old Airport Road, BangaloreHello Resto-Pub"
"7198","17, Bhuvaneshwari Road, 2nd Cross, Koramangala 8th Block, Bangalore","The Midnight Kitchen","Yes","No",3.8,72,"Koramangala 8th Block","250","17, Bhuvaneshwari Road, 2nd Cross, Koramangala 8th Block, BangaloreThe Midnight Kitchen"
"7199","314/1, 3rd Main, 7th Cross, Domlur Layout, Domlur","Nature's Restaurant","Yes","No",3.3,4,"Domlur","300","314/1, 3rd Main, 7th Cross, Domlur Layout, DomlurNature's Restaurant"
"7200","14, Patel Narayana Reddy Layout, 80 Ft Main Road, Koramangala 6th Block, Bangalore","The Bier Library","Yes","Yes",4.3,552,"Koramangala 6th Block","2,000","14, Patel Narayana Reddy Layout, 80 Ft Main Road, Koramangala 6th Block, BangaloreThe Bier Library"
"7201","105, 1st A Cross, Koramangala 5th Block, Bangalore","XO Belgian Waffle","Yes","No",4.5,833,"Koramangala 5th Block","400","105, 1st A Cross, Koramangala 5th Block, BangaloreXO Belgian Waffle"
"7202","15, 60 Feet Road, 19th Main, Koramangala 6th Block, Bangalore","IceBreakers","No","No",4.4,491,"Koramangala 6th Block","500","15, 60 Feet Road, 19th Main, Koramangala 6th Block, BangaloreIceBreakers"
"7203","99, 5th Cross, Koramangala 6th Block, Bangalore","Polar Bear","Yes","No",4.2,195,"Koramangala 6th Block","400","99, 5th Cross, Koramangala 6th Block, BangalorePolar Bear"
"7204","702, 6th A Cross, 3rd Block, Koramangala 3rd Block, Bangalore","Kanti Sweets","Yes","No",3.9,68,"Koramangala 3rd Block","400","702, 6th A Cross, 3rd Block, Koramangala 3rd Block, BangaloreKanti Sweets"
"7205","1004, 80 Feet Road, Near Wipro Signal, 1st Block, Koramangala 1st Block, Bangalore","Kulfi & More","No","No",3.5,7,"Koramangala 1st Block","200","1004, 80 Feet Road, Near Wipro Signal, 1st Block, Koramangala 1st Block, BangaloreKulfi & More"
"7206","South/9, Ground FLoor, 7th Main, 80 Feet Road, Koramangala 1st Block, Bangalore, Bengaluru","iFruit Live Ice Creams","No","No",3.4,10,"Koramangala 1st Block","300","South/9, Ground FLoor, 7th Main, 80 Feet Road, Koramangala 1st Block, Bangalore, BengaluruiFruit Live Ice Creams"
"7207","Koramangala - Hosur Raod, Koramangala 7th Block, Bangalore","Me And My Cake","No","No",3.3,5,"Koramangala 7th Block","500","Koramangala - Hosur Raod, Koramangala 7th Block, BangaloreMe And My Cake"
"7208","Opposite Corporation Bank, Next to Forum Bakery, Adugodi Main Road, Koramangala 8th Block, Bangalore","Gowri Sweets","No","No",3.3,4,"Koramangala 8th Block","300","Opposite Corporation Bank, Next to Forum Bakery, Adugodi Main Road, Koramangala 8th Block, BangaloreGowri Sweets"
"7209","337/1-2, Ejipura Main Road, Vivek Nagar, Ejipura, Bangalore","Amrutha Sweets","No","No",3.5,13,"Ejipura","200","337/1-2, Ejipura Main Road, Vivek Nagar, Ejipura, BangaloreAmrutha Sweets"
"7210","757, 80 Feet Road, Koramangala 4th Block, Bangalore","The Fixx","No","Yes",4.3,216,"Koramangala 4th Block","1,200","757, 80 Feet Road, Koramangala 4th Block, BangaloreThe Fixx"
"7211","4th B Cross, Koramangala 5th Block, Bangalore","Biergarten","No","Yes",4.8,460,"Koramangala 5th Block","2,100","4th B Cross, Koramangala 5th Block, BangaloreBiergarten"
"7212","749, 10th Main, 80 Feet Road, Koramangala 4th Block, Bangalore","Prost Brew Pub","No","Yes",4.5,7854,"Koramangala 4th Block","1,800","749, 10th Main, 80 Feet Road, Koramangala 4th Block, BangaloreProst Brew Pub"
"7213","769, 80 Feet Road, Koramangala 4th Block, Bangalore","Sotally Tober","No","Yes",4.4,4079,"Koramangala 4th Block","1,200","769, 80 Feet Road, Koramangala 4th Block, BangaloreSotally Tober"
"7214","81, Above Panasonic Showroom, Koramangala 4th Block, Bangalore","The Arabesque Cafe","No","No",4.1,100,"Koramangala 4th Block","600","81, Above Panasonic Showroom, Koramangala 4th Block, BangaloreThe Arabesque Cafe"
"7215","624, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore","Silsila","No","No",2.7,47,"Koramangala 4th Block","800","624, 80 Feet Road, 4th Block, Koramangala 4th Block, BangaloreSilsila"
"7216","776, Ground Floor, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore","Domino's Pizza","Yes","No",3,290,"Koramangala 4th Block","400","776, Ground Floor, 80 Feet Road, 4th Block, Koramangala 4th Block, BangaloreDomino's Pizza"
"7217","Near Wipro Circle, Kormangala 4th Block, Opp. Manapuram Gold Loan, Koramangala 4th Block, Bangalore","Sri Vishnu Upahar","No","No",3.6,28,"Koramangala 4th Block","250","Near Wipro Circle, Kormangala 4th Block, Opp. Manapuram Gold Loan, Koramangala 4th Block, BangaloreSri Vishnu Upahar"
"7218","458, 4th Block, 8th Main, 60 Feet Road, Koramangala 4th Block, Bangalore","Pizza Stop","Yes","No",3.9,241,"Koramangala 4th Block","600","458, 4th Block, 8th Main, 60 Feet Road, Koramangala 4th Block, BangalorePizza Stop"
"7219","Near GKB Opticals, 80 Feet Road, Koramangala 4th Block, Bangalore","The Tiffin Express","No","No",2.6,16,"Koramangala 4th Block","250","Near GKB Opticals, 80 Feet Road, Koramangala 4th Block, BangaloreThe Tiffin Express"
"7220","104, Vijay Jatti Building, Industrial Area, Koramangala 5th Block, Bangalore","Ulavacharu","Yes","Yes",4.2,147,"Koramangala 5th Block","900","104, Vijay Jatti Building, Industrial Area, Koramangala 5th Block, BangaloreUlavacharu"
"7221","470, 80 Feet Road, Koramangala 6th Block, Bangalore","The Old Fashioned Bar","No","Yes",4.5,569,"Koramangala 6th Block","1,000","470, 80 Feet Road, Koramangala 6th Block, BangaloreThe Old Fashioned Bar"
"7222","43/A, 1st Main, Near Wipro Park, Jakkasandra Road, Koramangala 1st Block, Bangalore","B-hive","No","Yes",4.3,1550,"Koramangala 1st Block","1,200","43/A, 1st Main, Near Wipro Park, Jakkasandra Road, Koramangala 1st Block, BangaloreB-hive"
"7223","467, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, Bangalore","The Local - Terrace Drinkery","No","No",4,1409,"Koramangala 6th Block","1,000","467, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, BangaloreThe Local - Terrace Drinkery"
"7224","11, 1st Cross, A Block, Koramangala 5th Block, Bangalore","Beijing Bites","Yes","Yes",4,859,"Koramangala 5th Block","850","11, 1st Cross, A Block, Koramangala 5th Block, BangaloreBeijing Bites"
"7225","467, Ground Floor, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, Bangalore","Gorilla Barfare","No","No",4.2,270,"Koramangala 6th Block","1,400","467, Ground Floor, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, BangaloreGorilla Barfare"
"7226","48, Hosur Road, Nanjappa Layout, Adugodi, Koramangala 7th Block, Bangalore","Polamma's Mess","No","No",3.7,25,"Koramangala 7th Block","300","48, Hosur Road, Nanjappa Layout, Adugodi, Koramangala 7th Block, BangalorePolamma's Mess"
"7227","467,Qwikys Coffee Building, 17th G Main, 6 Block, Koramangala 6th Block, Bangalore","Jimi's Beer Cafe","No","No",3.8,674,"Koramangala 6th Block","1,700","467,Qwikys Coffee Building, 17th G Main, 6 Block, Koramangala 6th Block, BangaloreJimi's Beer Cafe"
"7228","Near Namdharis, Sony World Signal, Koramangala 6th Block, Bangalore","Chai Point","No","No",4,293,"Koramangala 6th Block","250","Near Namdharis, Sony World Signal, Koramangala 6th Block, BangaloreChai Point"
"7229","897/1, Venkat Reddy Layout, Koramangala 6th Block, Bangalore","Mayura Grand","No","No",3.5,20,"Koramangala 6th Block","400","897/1, Venkat Reddy Layout, Koramangala 6th Block, BangaloreMayura Grand"
"7230","344, 7th Block, Koramangala 7th Block, Bangalore","A2B - Adyar Ananda Bhavan","Yes","No",2.7,249,"Koramangala 7th Block","400","344, 7th Block, Koramangala 7th Block, BangaloreA2B - Adyar Ananda Bhavan"
"7231","143/A, Above Anand Sweets, 60 Feet Road, Koramangala 5th Block, Bangalore","Purani Dilli By Anand Sweets","Yes","No",4.1,237,"Koramangala 5th Block","500","143/A, Above Anand Sweets, 60 Feet Road, Koramangala 5th Block, BangalorePurani Dilli By Anand Sweets"
"7232","897/B, 1st Floor, Above Bata Shoe Shop, Opposite Indianoil Petrol Bunk, 80 Feet Peripheral Road, Koramangala 6th Block, Bangalore","Oil Pump","No","No",3.7,68,"Koramangala 6th Block","1,000","897/B, 1st Floor, Above Bata Shoe Shop, Opposite Indianoil Petrol Bunk, 80 Feet Peripheral Road, Koramangala 6th Block, BangaloreOil Pump"
"7233","Casa de Bengaluru, 873, 17th E Main Road, 6th Block, Koramangala 6th Block, Bangalore","Samavar","No","No",3.4,7,"Koramangala 6th Block","1,000","Casa de Bengaluru, 873, 17th E Main Road, 6th Block, Koramangala 6th Block, BangaloreSamavar"
"7234","501, 2nd Floor, 6th Cross, Koramangala 6th Block, Bangalore","Primal","No","No",3,25,"Koramangala 6th Block","2,300","501, 2nd Floor, 6th Cross, Koramangala 6th Block, BangalorePrimal"
"7235","105, Kathalipaleya Village, 6th Block, Koramangala 6th Block Club Road, Koramangala 6th Block, Bangalore","Samrat Regency Bar And Restaurant","No","No",3.8,29,"Koramangala 6th Block","800","105, Kathalipaleya Village, 6th Block, Koramangala 6th Block Club Road, Koramangala 6th Block, BangaloreSamrat Regency Bar And Restaurant"
"7236","1015, 80 Feet Road, 1st Block, Near Wipro Signal, Koramangala 1st Block, Bangalore","Juice Point","No","No",3.2,6,"Koramangala 1st Block","100","1015, 80 Feet Road, 1st Block, Near Wipro Signal, Koramangala 1st Block, BangaloreJuice Point"
"7237","467, 1st Floor, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, Bangalore","The Local - Burger Bar","No","No",3.8,152,"Koramangala 6th Block","1,500","467, 1st Floor, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, BangaloreThe Local - Burger Bar"
"7238","6th Block, 5th Cross, Eramana Kalyana Mandapam, Koramangala 6th Block, Bangalore","Ambur Biryani Mess","No","No",3.4,18,"Koramangala 6th Block","250","6th Block, 5th Cross, Eramana Kalyana Mandapam, Koramangala 6th Block, BangaloreAmbur Biryani Mess"
"7239","Hotel Shilton Royale, 9, 100 Feet Road, Inner Ring Road, Ejipura, Bangalore","Jade","No","No",3.3,6,"Ejipura","900","Hotel Shilton Royale, 9, 100 Feet Road, Inner Ring Road, Ejipura, BangaloreJade"
"7240","21, 1st Floor, 3rd Main, 1st Cross, Ashwini Layout, Ejipura, Bangalore","Shiva Sai Andhra Hotel","No","No",3.2,4,"Ejipura","300","21, 1st Floor, 3rd Main, 1st Cross, Ashwini Layout, Ejipura, BangaloreShiva Sai Andhra Hotel"
"7241","1st Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block","Pizza Hut","Yes","No",3.7,708,"Koramangala 7th Block","750","1st Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th BlockPizza Hut"
"7242","Casa de Bengaluru, 873, 17th E Main Road, Koramangala 6th Block, Bangalore","Black Pepper Lounge - Case de Bengaluru","No","Yes",3.7,81,"Koramangala 6th Block","1,200","Casa de Bengaluru, 873, 17th E Main Road, Koramangala 6th Block, BangaloreBlack Pepper Lounge - Case de Bengaluru"
"7243","466, 1st Floor, 17th G Main, 6th Block, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, Bangalore","Mooch Marod","No","No",4.2,93,"Koramangala 6th Block","400","466, 1st Floor, 17th G Main, 6th Block, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, BangaloreMooch Marod"
"7244","716/D, 17th ' B ' Main, Club Road, Koramangala 6th Block, Bangalore","Madurai Idly Shop","No","No",3.7,468,"Koramangala 6th Block","200","716/D, 17th ' B ' Main, Club Road, Koramangala 6th Block, BangaloreMadurai Idly Shop"
"7245","44, First Floor, 4th B Cross Road, Koramangala 5th Block, Bangalore","Biryanis And More","Yes","No",3.7,21,"Koramangala 5th Block","750","44, First Floor, 4th B Cross Road, Koramangala 5th Block, BangaloreBiryanis And More"
"7246","13,16,17, SJR, Ejipura Village, Next to Taco Bell, Koramangala 6th Block, Bangalore","KFC","Yes","No",3.8,476,"Koramangala 6th Block","450","13,16,17, SJR, Ejipura Village, Next to Taco Bell, Koramangala 6th Block, BangaloreKFC"
"7247","Innov 8, Koramangala 7th Block, State Bank of India, Bangalore","Pappu Chaiwalla","Yes","No",3.5,10,"Koramangala 7th Block","300","Innov 8, Koramangala 7th Block, State Bank of India, BangalorePappu Chaiwalla"
"7248","715, 17th C Main, 6th Block, Koramangala, Koramangala 6th Block, Bangalore","Five Star Chicken","No","No",2.7,45,"Koramangala 6th Block","300","715, 17th C Main, 6th Block, Koramangala, Koramangala 6th Block, BangaloreFive Star Chicken"
"7249","1004, 80 Feet Road, Near Wipro Signal, Koramangala 1st Block, Bangalore","Rolls On Wheels","No","No",2.6,153,"Koramangala 1st Block","300","1004, 80 Feet Road, Near Wipro Signal, Koramangala 1st Block, BangaloreRolls On Wheels"
"7250","900, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Venkappa Garden, Koramangala 6th Block, Bangalore","One Stop MARATHA","No","No",3.1,39,"Koramangala 6th Block","250","900, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Venkappa Garden, Koramangala 6th Block, BangaloreOne Stop MARATHA"
"7251","24, Tavarekere Main Rd, Kaveri Layout, Suddagunte Palya, Koramangala 5th Block, Bangalore","Falafel Bistro","No","No",3.4,6,"Koramangala 5th Block","300","24, Tavarekere Main Rd, Kaveri Layout, Suddagunte Palya, Koramangala 5th Block, BangaloreFalafel Bistro"
"7252","Eat Street, 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore","Shahi Dasterkhwan","No","No",2.9,11,"Koramangala 6th Block","400","Eat Street, 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, BangaloreShahi Dasterkhwan"
"7253","900, 80 Feet Main Road, Eat Street , Koramangala 6th Block, Bangalore","DeliToons","No","No",4,126,"Koramangala 6th Block","300","900, 80 Feet Main Road, Eat Street , Koramangala 6th Block, BangaloreDeliToons"
"7254","29, 5th Main Road, Teachers Colony, Koramangala 1st Block, Bangalore","The Mylapore Cafe","No","No",3.7,23,"Koramangala 1st Block","150","29, 5th Main Road, Teachers Colony, Koramangala 1st Block, BangaloreThe Mylapore Cafe"
"7255","2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block","FNC Seafood","No","No",3.8,56,"Koramangala 7th Block","400","2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th BlockFNC Seafood"
"7256","8, 100 Feet Road, Near Croma, Opp. 16 Square Luxuary Apt, Ejipura, Bangalore","Al Hayath Ambur Biryani","No","No",3.3,9,"Ejipura","200","8, 100 Feet Road, Near Croma, Opp. 16 Square Luxuary Apt, Ejipura, BangaloreAl Hayath Ambur Biryani"
"7257","1, 1st Cross, Ejipura Ring Road, Srinivagilu, Ejipura, Bangalore","Cauvery Fast Food","No","No",3.2,4,"Ejipura","150","1, 1st Cross, Ejipura Ring Road, Srinivagilu, Ejipura, BangaloreCauvery Fast Food"
"7258","14, 1st Cross Road, Chandra Reddy Layout, S T Bed Layout, Koramangala 1st Block, Bangalore","Crunch Pizzas","No","No",2.3,77,"Koramangala 1st Block","600","14, 1st Cross Road, Chandra Reddy Layout, S T Bed Layout, Koramangala 1st Block, BangaloreCrunch Pizzas"
"7259","80/1, Opposite Airtel Office, 80 Feet Road, Koramangala 7th Block, Bangalore","Pathaan Sir","Yes","No",3.8,132,"Koramangala 7th Block","300","80/1, Opposite Airtel Office, 80 Feet Road, Koramangala 7th Block, BangalorePathaan Sir"
"7260","11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore","Shanghai Times","No","No",2.8,13,"Koramangala 6th Block","500","11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, BangaloreShanghai Times"
"7261","Rama Temple Road, Next to ICICI ATM, Ejipura, Bangalore","Dhang Ka Khana","Yes","No",3.7,34,"Ejipura","200","Rama Temple Road, Next to ICICI ATM, Ejipura, BangaloreDhang Ka Khana"
"7262","38, Sarjapur Main Road, Jakkasandra Extension, HSR, Bangalore","Hammered","No","No",4.3,411,"HSR","1,200","38, Sarjapur Main Road, Jakkasandra Extension, HSR, BangaloreHammered"
"7263","Shop 14, 5th Floor, 9th Main Road, Sasya Homes, Service Road, HSR, Bangalore","Indigo X II P","No","Yes",4.4,243,"HSR","1,250","Shop 14, 5th Floor, 9th Main Road, Sasya Homes, Service Road, HSR, BangaloreIndigo X II P"
"7264","Hilton Bangalore Embassy GolfLinks, Embassy Golf Links Business Park, Inner Ring Road, Domlur, Bangalore","KLINX - Hilton Bangalore Embassy GolfLinks","No","Yes",4.2,209,"Domlur","2,000","Hilton Bangalore Embassy GolfLinks, Embassy Golf Links Business Park, Inner Ring Road, Domlur, BangaloreKLINX - Hilton Bangalore Embassy GolfLinks"
"7265","Embassy Golf Links Business Park, Inner Ring Road, Domlur, Bangalore","The Salt Grill - Hilton Bangalore Embassy Golflinks","No","Yes",4.1,94,"Domlur","3,000","Embassy Golf Links Business Park, Inner Ring Road, Domlur, BangaloreThe Salt Grill - Hilton Bangalore Embassy Golflinks"
"7266","2, 4th Sector, Opposite JSS Public School, Near HSR BDA Complex, HSR Layout, HSR, Bangalore","Kanti Sweets","Yes","No",3.8,49,"HSR","400","2, 4th Sector, Opposite JSS Public School, Near HSR BDA Complex, HSR Layout, HSR, BangaloreKanti Sweets"
"7267","Hilton Bangalore Embassy GolfLinks, Embassy Golf Links Business Park, Inner Ring Road, Domlur, Bangalore","re:cess - Hilton Bangalore Embassy GolfLinks","No","Yes",4.1,146,"Domlur","1,200","Hilton Bangalore Embassy GolfLinks, Embassy Golf Links Business Park, Inner Ring Road, Domlur, Bangalorere:cess - Hilton Bangalore Embassy GolfLinks"
"7268","Pyramid Food Court, Embassy Golf Links, Domlur, Bangalore","Sizzling Tandoor","No","No",3.1,5,"Domlur","400","Pyramid Food Court, Embassy Golf Links, Domlur, BangaloreSizzling Tandoor"
"7269","136, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore","Cafe Coffee Day","Yes","No",2.9,70,"Koramangala 5th Block","650","136, Jyothi Nivas College Road, Koramangala 5th Block, BangaloreCafe Coffee Day"
"7270","6th Block, Sony World Signal, Koramangala 6th Block, Bangalore","99 Variety Dosa & Pav Bhaji","Yes","No",3.8,16,"Koramangala 6th Block","250","6th Block, Sony World Signal, Koramangala 6th Block, Bangalore99 Variety Dosa & Pav Bhaji"
"7271","785, 2nd Main, Bhuvaneshwari Road, Koramangala 8th Block, Bangalore","Firangi Bake","Yes","No",4,70,"Koramangala 8th Block","600","785, 2nd Main, Bhuvaneshwari Road, Koramangala 8th Block, BangaloreFirangi Bake"
